Generation,Best_Fitness
1,4.201927272996496
2,7.120355496740448
3,2.8726541192797264
4,2.8726541192797264
5,1.4043337746863145
6,1.4043337746863145
7,1.1633540457284717
8,1.2179577844871083
9,1.627563506657058
10,2.0328381590059017
11,1.7988254030093387
12,1.133411155358175
13,1.133411155358175
14,1.277999421516789
15,1.277999421516789
16,1.277999421516789
17,0.0015702771657863934
18,1.1115696360207359
19,1.5913511509204952
20,1.6768769849308143
21,1.6752412586630214
22,1.3908542978587803
23,1.3601532665066784
24,1.354207512627596
25,1.5127821579807552
26,1.8835398669045453
27,1.4817577762139926
28,1.2768529431684463
29,1.328745817770887
30,0.03814676288991237
31,0.03814676288991237
32,0.03814676288991237
33,1.134136695583635
34,1.0219770508002988
35,0.015497050364707832
36,0.33360379434650866
37,0.0027402036875905367
38,0.16252005000707115
39,0.9962170612253267
40,0.9987904713277587
41,1.0020712353951176
42,0.9989895405218014
43,0.9961046723467568
44,0.9955093694539343
45,0.996572404700526
46,0.9962823971930419
47,0.9956351124087135
48,0.9950714300444012
49,0.99512469541569
50,0.9950472947556648
51,0.9950472947556648
52,0.9950111692609624
53,0.9949826283796561
54,0.9949610701041856
55,0.9949610701041856
56,0.9949601906649583
57,0.9949595258852284
58,0.9949594744802397
59,0.9949594744802397
60,0.9949602906832915
61,0.9949602906832915
62,0.9949595539412002
63,0.9949593122342577
64,0.9949590932239296
65,0.9949590770610008
66,0.9949590770610008
67,0.9949590675030251
68,0.9949590794332046
69,0.9949590757839069
70,0.9949590756553022
71,0.9949590752851805
72,0.9949590653150828
73,0.9949590601972957
74,0.9949590601972957
75,0.9949590589000792
76,0.994959058022463
77,0.9949590579403385
78,0.9949590589807364
79,0.9949590587305828
80,0.9949590581722241
81,0.9949590571814859
82,0.994959057160731
83,0.994959057160731
84,0.994959057147554
85,0.994959057147554
86,0.9949590571480726
87,0.9949590571216547
88,0.9949590571085167
89,0.9949590571012834
90,0.9949590570991589
91,0.99495905709529
92,0.9949590570992619
93,0.994959057094011
94,0.9949590570933786
95,0.9949590570934461
96,0.9949590570934461
97,0.9949590570934213
98,0.9949590570933928
99,0.9949590570935101
100,0.9949590570933537
101,0.9949590570933466
102,0.9949590570932969
103,0.9949590570933502
104,0.9949590570933431
105,0.9949590570933253
106,0.9949590570933253
107,0.9949590570933147
108,0.9949590570933076
109,0.9949590570932898
110,0.7079867602572847
111,0.7079867602572847
112,0.9949590570932934
113,0.9949590570932969
114,0.9949590570932969
115,0.9949590570932934
116,0.9949590570932934
117,0.9949590570932898
118,0.9949590570932898
119,0.9949590570932898
120,0.9949590570932898
121,0.9949590570932898
122,0.9949590570932898
123,0.9949590570932898
124,0.9949590570932898
125,0.9949590570932898
126,0.9949590570932898
127,0.9949590570932898
128,0.9949590570932898
129,0.9949590570932898
130,0.9949590570932898
131,0.04060364382780435
132,0.04060364382780435
133,0.2665603664370195
134,0.9949590570932898
135,0.9949590570932898
136,0.9949590570932898
137,0.9949590570932898
138,0.9949590570932898
139,0.9949590570932898
140,0.9949590570932898
141,0.9949590570932898
142,0.9949590570932898
143,0.9949590570932898
144,0.9949590570932898
145,0.9949590570932898
146,0.9949590570932898
147,0.9949590570932898
148,0.9949590570932898
149,0.9949590570932898
150,0.9949590570932898
151,0.9949590570932898
152,0.9949590570932898
153,0.9949590570932898
154,0.9949590570932898
155,0.9949590570932898
156,0.9949590570932898
157,0.9949590570932898
158,0.9949590570932898
159,0.9949590570932898
160,0.9949590570932898
161,0.9949590570932898
162,0.9949590570932898
163,0.9949590570932898
164,0.9949590570932898
165,0.9949590570932898
166,0.9949590570932898
167,0.9949590570932898
168,0.9949590570932898
169,0.9949590570932898
170,0.9949590570932898
171,0.9949590570932898
172,0.3904205843780453
173,0.046656542343917806
174,0.308258003950332
175,0.6274387620508151
176,0.604199065345469
177,0.08935509756252458
178,0.9949590570932898
179,0.9949590570932898
180,0.9949590570932898
181,0.9949590570932898
182,0.9949590570932898
183,0.9949590570932898
184,0.2587443287198177
185,0.2587443287198177
186,0.2587443287198177
187,0.6140126670506838
188,0.9949590570932898
189,0.9949590570932898
190,0.9949590570932898
191,0.9949590570932898
192,0.9949590570932898
193,0.9949590570932898
194,0.9949590570932898
195,0.9949590570932898
196,0.9949590570932898
197,0.9949590570932898
198,0.9949590570932898
199,0.9949590570932898
200,0.9949590570932898
